business_name,contact_page_url,main_public_phone,general_public_email
Sunset Systems,https://www.sunsetwestmechanical.com/contact-us,250-541-2267,
Super 8,https://www.wyndhamhotels.com/contact-us,+1-250-766-5244,
Super B's Auto Clean and Detail,https://superbautoclean.com/contact-us/,(250) 260-1405,
Supergreen Lawn & Tree Care,,250 549 1908,
Supplement King Vernon,https://www.supplementking.ca:443/contact,(778) 470-5464,
Surplus Herby's,https://www.surplusherbys.com/,(250) 545-9820,
Sushi Kawa,,(250) 260-3558,
Sushi Kotan Japanese Restaurant,http://sushikotan.com/,250 803 4260,
Sussex Insurance - Vernon,https://sussexinsurance.com/contact/,250-545-6533,
Sutton Lakefront Realty,,(250) 549-3944,
Suzanne's,https://www.suzannesfashions.ca,250-558-0745,
Swan Lake Market & Garden,https://swanlakemarket.com/contact-us,250-542-7614,
Swan Lake RV Park & Campground,https://swanlakecampground.com/contact-us/,250-545-2300,
Swan Lake RV Resort,https://www.swanlakervresort.com/,250-558-1116,
Sweet Caroline's Pastries & Cakes,http://sweetcarolinesbakery.ca/contact,(250) 545-0300,
Sweet Elegance - Floral Design,https://sweetelegance.ca/contact/,778-215-0075,
Symmetry Construction Services,,250-558-7156,
Syndel The Stylist,https://www.temu.com/,250-307-1899,
Systematic Auto Repair,https://systematicauto.ca/,250-542-6068,
T&B Electric,,(778) 943 1737,
T-Bones,https://www.flyers-on-line.com/contact,+1-250-549-4668,
T.J. Home Craft Stained Glass,,250 546 3866,
Taber's Service Ltd,,250 503 7069,
Taco Del Mar,https://tacodelmar.com/,(250) 542-3990,
Tailored Closet,https://www.tailoredcloset.com/en-ca/contact-us/,(250) 712-4621,
Tailored Fit Photography,https://www.tailoredfitphotography.com/contact,250-306-6086,
Take Wing Artistry Inc,https://twa.studio/error-404,1-236-599-6930,
Talon Benefits Consulting Group,,(250) 503-1958,
Tambellini Design Studio Inc,https://tambellini.ca/contact/,(250) 545-1555,
Tamitik Builders Inc.,https://tamitik.ca/contact-us-2/,250-258-0411,
Tanks Plumbing & Heating,https://www.aphmechanical.net/,250-306-8265,
"Tara Taylor, RMT",https://www.fyxsymmetry.com/,7789986434,
Tarr & Sons Janitorial Services,,(250) 308-8785,
TD Benefit Solutions,https://www.tdbenefits.ca/contact,(800) 254-6162,
TD Canada Trust,,(250) 260-5725,
Te Contracting,https://te-contracting.ca/,778-212-3355,
Teassential,https://www.teassential.ca/,(250) 306-8326,
Teddybear Daycare,,250-306-9922,
Tekamar Mortgages,https://www.chrisheidt.net/contact.html,250 546 6698,
"Tekmar Control Systems, a Watts Brand",,(250) 545-7749,
Telford Contracting,,778-212-0149,
Telus,https://www.telus.com/en/support/contact-us,1 888 811 2323,
Tempo,https://www.theweathernetwork.com/en,+1-250-838-2122,
Teos Mexican Cafe,,778-480-6800,
"Terry Francis, Rmt",,250 308 5500,
Terrys Automotive LTD,https://mapcarta.com/23751120,1-250-547-6602,
Tfroofing,https://www.tfroofing.site/,250-308-5863,
The Anchor Inn,https://www.anchorinnarmstrong.com/contact-us/,250 546 8210,
The Aspen View,,250-878-4994,
The Bargain! Shop,https://www.thebargainshop.com/,1-800-984-8031,
The Barn At 4404,,250 307 5769,
The Boardwalk 54,,(250) 260-3555,
The Branding Iron Pub,,250 546 0044,
The Bulldog Hotel,,+1-250-542-2459,
The Clean Gecko Services Ltd,https://www.thecleangecko.com/,(250) 540-0103,
The Cottage Day Spa,https://www.thecottagedayspa.ca/contact,250-558-5940,
The Essence Photography,,250-808-4124,
The Field Guide,https://stayhappening.com/,250-215-4076,
The Garage,,250 546 2011,
The Garage Hair Studio.,,250-859-5869,
The Hamlets at Vernon,https://thehamletsatvernon.ca?open=contact,(236) 426-1488,
The Higher Path,https://thehigherpathcanada.com/contact/,250 546 9868,
The Inner Ocean,https://www.theinnerocean.ca/,250 938 3409,
The Jammery,https://www.jammery.com/,250 766 1139,
The Kal,https://www.thekal.ca/contact,(250) 549-1011,
The Lakes Chiropractic,https://www.arisechiropractic.com/contact-us/,778-760-3953,
The Little Candle Shoppe,,250 309 0313,
The Lobster Pot,,778-212-8755,
The Log House B&B,https://canada-listing.com/contact,(250) 547 6574,
The Mortgage Centre Vernon - Charmaine Scherck,,250-308-0165,
The Orchard RV Retreat,https://theorchardrv.ca/contact.html,250-317-0057,
The Porch Health & Wellness,http://porchhealth.com/contact,250-808-0423,
The Property Source Group,https://thepropertysource.ca/contact/,250-299-8899,
The Ranch 105.7,https://www.mynorthokanagannow.com/contact-us/,(250) 545-4487,
The Rice Box,,(250) 545-9929,
The Right Cut,https://salons.greatclips.com/,778-475-1508,
The Rise Resort,https://theriseresort.ca/contact-us/,(250) 545-7425,
The Rock Sign Guy,,(778) 910-1186,
The Roxy Cafe,https://www.theroxycafe.ca/,(250) 541-0207,
The Studio Okng,https://www.the-studio-okng.com/,250-541-9227,
The Tile Guy,http://thetileguy.ca/contact/,(250) 545-8453,
The Towne Theatre,https://www.thetowne.ca/contact,778-475-4100,
The Travel Agent Next Door,https://mpbd.wpengine.com/,778-760-2791,
The Twisted Purl Yarn Studio,https://thetwistedpurlyarnstudio.com/contact-us/,778 442 5455,
THE UPS STORE,https://www.theupsstore.ca/customer-service/contact-us/,(250) 549-3020 ext #3,
The Web Advisors,https://thewebadvisors.ca/contact-us/,(778) 475-3392,
The Wild Oak Cafe,,778 442 2028,
The Winroc Corp,https://myfbm.com/contact-us,250-545-7211,
The Winston Pub,https://woodsmangroup.com/winston-pub/,250-503-1775,
Thirty One & Main,https://www.thirtyoneandmain.com/,250-550-7487,
Thompson Cleaning Services Limited,,250-545-1652,
Thompson Construction,,250-309-2570,
Thompson Okanagan Football Academy,https://tosa.soccer/contact-us/,(250) 540-9339,
Three Sisters Electric,https://www.3se.ca/contact,(250) 307-9097,
Thuro Earthworks Ltd,https://www.collinsearthworks.co.uk/contact/,250-558-5569,
Tier One Travel,https://www.gabatravel.com/contact-us/,250-306-0084,
Tillicum Electric & Controls Ltd,,250-542-4868,
Tim Hortons,,250 546 8088,
Tim's by the River Campsite,https://www.timscampsite.ca/contact,250-379-2379,
Tim's Kwik Kerb,https://www.toollist.org/contact,250-558-5372,
Tim's Transmission & Driveline,https://www.timstransmissions.com/contact.html,250-306-6472,
Timberspan Road Services,,250 308 9634,
Tina Louise Ltd,,778-483-6015,
Titan Industrial Plate Processing Inc,,250 546 6825,
TLC Hydroponics & Garden Supplies,,250-546-9391,
TMS - Transition Marketing Services,,(250) 838-0510,
Tnj Plumbing & Heating,,250 306 3200,
Tolko Industries,https://tolko.com/company/contact-us/,250 546-3171,
Toncar Contracting,https://www.toncarcontracting.ca/contact/,250-838-0369,
Tony's European Painting,,250-766-5099,
Tonyo's Outfitter,,250-838-7949,
Tool Time Taylor Small Engine Repair & Service,,250 309 6875,
Torbohm Jane Century 21,https://telegram.org/,250-679-3065,
Total Pet,https://store.petvalu.ca/contact,(250) 542-5323,
Total Restoration Services,https://www.totalrestoration.ca/,(250) 558-1412,
Tow Truck Now Services Ltd. Vernon,,604-330-9285,
Tracy Danbrook,,250-260-0453,
Trail Tire Auto Centers,,250-545-0634,
Trail Tire Vernon Heavy Duty,,250-260-4010,
Transform Fitness,,250-864-5831,
Transportation,https://lumbyliving.com/contact-us,1-250-547-1503,
Treasure Chest,https://www.gameshedge.com/contact-us/,250-558-6550,
Tree Service Lake Country - Arborist & Chipping Services,https://www.monstertreeservice.com/our-locations/,(888) 744-0155,
Trevor White Contracting Ltd,,250-546-6010,
Tri Lake Animal Hospital & Referral Centre,https://vcacanada.com/trilake,250-766-3236,
Tri Lake Massage & Wellness,https://trilakemassage.ca/,2505460460,
Trican Tire,https://integratire.com/contact-us,250-766-0531,
Triple B Contracting,,250-309-0760,
Triple P-Platts Professional Plumbing,https://www.sheret.com/contact,250-309-0587,
Triple Splash Sea Doo Rentals,https://triplesplashseadoorentals.com/contact/,778-559-2074,
Tris White Photography,https://www.triswhite.com/contact,778-990-8747,
True Value,https://www.truevalue.com/global/contact-us/,250-547-8881,
Tucker's Restaurant,https://restaurantobserver.com/contact/,778-442-4400,
Turning Points Collaborative,https://turningpoints.ngo/get-involved/contact,(250) 542-3555,
Turtle Bay IT Services Corp,https://turtlebayit.com/contact-us,+778-480-6686,
Turtle Mountain Inn,http://www.turtlemountaininn.com/contact.html,250-275-0681,
Twice But Nice,https://menuweb.menu/contact,250-838-6822,
Twin Hills Landscape & Maintenance,,250-540-0202,
Two Sparrows Pizza,https://www.twosparrowscatering.com/contact,778-789-3257,
TyCorp Consulting,https://tycorp.ca/contact,(250) 307-4076,
TyGr Property Services,https://www.tygrpropertyservices.com/contact/,250-617-3887,
Tyler Martin Photography,https://linktr.ee/s/about/contact,780-909-4586,
Tyne Buchy Registered Clinical Counsellor,https://www.tynebuchyrcc.com/contact,(250) 808-4756,
U N Holdings Inc.,,250-275-3275,
UnderGround Brews,,(250) 864-8919,
Uniglobe Kalamalka Travel,https://uniglobekalamalkatravel.com/contact,250-549-4432,
United Way SIBC,,(250) 549-1346,
Unity and Light Electrical Services,https://www.unityandlight.ca/contact-us,(403) 993-0763,
Universal Hair Salon,https://beautyhubca.com/contact-us/,+1 (250) 549-2060,
Upper Room Mission Society,,(250) 549-1231,
Uprise Design & Drafting,https://www.uprisedesigndrafting.com/,778.480.0341,
Urban K9,https://urban-k9.ca/contact-urban-k9-canada/,250-306-1840,
Urchit Brad Royal LePage,https://royalcanin.ru/contact-us,250-828-6047,
Uride,https://www.uride.co/,(250) 681-4674,
Ustaad G76 Indian Cuisine,https://www.ustaadg76.ca/contact-us,(778) 688-7113,
V S A Highway Maintenance,https://reseau-stella.fr/contact/,250 546 8844,
Val the Numbers Gal Accounting and Tax Services,,(250) 540-4245,
Vale Farms,,250-547-2382,
Valhalla Pure Outfitters,https://vpo.ca/contact,250-542-3537,
Valley Chiropractic,https://www.valleychiropractic.ca/contact,250-549-4535,
Valley First Insurance a division of First West Insurance Services Ltd,,1-800-748-8111,
Valley First Insurance a division of First West Insurance Services Ltd Village Green Mall,,250-260-5125,
Valley Grills (valley marine),,(250) 549-2628,
Valley Irrigation Corp,http://www.valleyirrigation.ca/contact,250-540-1770,
Valley Landscaping,,778-836-8412,
Valley Medical Laboratories,https://valleymedicallaboratories.com/contact-us/,250-763-4813,
Valleywide Windows Doors & More,https://valleywidewindowparts.com/,250-558-0676,
Valstar Electric,https://valstarelectric.net/contact-us/,250 307 7566,
Value Plus 3 Percent Real Estate Inc,,250-308-1888,
Value Village,https://www.valuevillage.com/contact,(250) 558-2900,
Van Deursen Diesel Ltd,,250 803 8517,
Van Houtte Coffee Services,,(250) 765-5956,
Vandelft Electric,https://www.artificer.cc/contact,250-308-9011,
VantageOne Realty Inc,https://www.hugedomains.com/domain_profile.cfm?d=vantageonerealty.com,250-260-4549,
Veach's Septic Service,https://veachssepticservice.com/contact,250 838 2067,
Vedder Transport Ltd Or,,250-838-0075,
VegPro International,https://attitudefraiche.com/contact/,(877) 447-4671,
Vernon & District Association for Community Living,https://vdacl.ca/contact-us/,(250) 542-2374,
Vernon & District Immigrant & Community Services Society,https://www.vdicss.org/contact,7784758855,
Vernon & District Metis Association,https://www.vernonmetis.ca/contact,250-260-8782,
Vernon Active Health Clinic,https://www.vernonactivehealth.com/contact-us/,(250) 545-2468,
Vernon and Area Pro Life Thrift Store,https://www.prolifevernon.ca/contact,(250) 545-0777,
Vernon and District Performing Arts Centre Society,https://vdpac.ca/,(250) 542-9355,
Vernon Automotive,https://virtoly.com/contact,250-307-5808,
Vernon Butcher Shop,,250-549-4704,
Vernon Cannabis,,7784759120 Ext 1,
Vernon Chiropractic and Massage,https://www.vernonchiropractor.com/contact-us/,(250) 275-1425,
Vernon Court Reporters,https://app.vernoncourtreporters.com/login?logout=true&redirect=%2Fcontact,(250) 549-4155,
Vernon Curling & Athletic Club,https://vernoncurling.ca/,(250) 542-6713,
Vernon Custom Garage Ltd,https://www.thesamba.com/,(236) 873-3999,
Vernon Dodge Jeep,https://www.vernondodge.com/contact/,(250) 241-8080,
Vernon Downtown Mental Health & Substance Abuse,https://bestrehabs.ca/contact-us/,2505033737,
Vernon Eco Property Care,,250-308-2159,
Vernon Electric,,250-307-7979,
Vernon Esso,https://www.esso.ca/en-ca,(250) 545-2072,
Vernon Foot Clinic (Dr. Booth),https://vernonfootcare.ca/,(250) 549-3338,
Vernon Golf & Country Club,https://vernongolf.com/,(250) 542-0151,
Vernon Green Cleaners,https://vernongreencleaners.com/,(250) 542-8014,
Vernon Insulation Solutions,https://vernoninsulation.com/contact-us/,(250) 938-1227,
Vernon Kia,https://www.genxautos.com/,250-545-7281,
Vernon Lawn Bowling Club,https://www.vernonlawnbowlingclub.com/home,(250) 549-4100,
Vernon Lawns & Gardens,,778-392-8124,
Vernon Lock & Security Solutions Ltd,https://vernonlock.com/,(250) 545-0139,
Vernon Midwifery,https://vernonmidwifery.com/contact/,(250) 275-5005,
Vernon Motorsports,https://vernonmotorsports.com/Contact-Us/,2505455381,
Vernon Nissan,https://www.nissan.ca/,1-855-426-6628,
Vernon Painter,https://www.thirdgenerationpainters.ca/,250-307-5017,
Vernon Pensioners Accommodation Society,,(250) 542-1154,
Vernon Physiotherapy and Rehabilitation Clinic,https://www.vernonphysiotherapy.com/contact.html,250-545-3696,
Vernon Pro Landscaping Services,,778-760-1363,
Vernon Public Art Gallery,https://vernonpublicartgallery.com,(250) 545-3173,
Vernon Regional Transit,https://www.bctransit.com/about/corporate-contact/,250 545 7221,
Vernon Ribfest Society,https://www.tucows.com/,250 540 7476,
Vernon Rock & Smoke Shop,https://rockandsmokeshop.com/,(250) 558-5577,
Vernon Sheet Metal Works,https://www.vernonsheetmetalworks.ca/contact,(250) 540-4758,
Vernon Snow Removal,,(250) 540-7965,
Vernon Square Liquor Store,https://arcliquorstores.ca/contact-us,1(236)4204060,
Vernon Teach and Learn,,(250) 545-3611,
Vernon Tireland Ltd,https://www.tireland.ca/contact-us,(250) 545-3291,
Vernon Toyota,https://www.vernontoyota.com/contact,(250) 545-0687,
Vernon Veterinary Clinic,https://www.vernonvetclinic.com/contact-us,(250) 542-9707,
Vernon Vipers Hockey Club,,(250) 542-6022,
Vernon Volkswagen,,(250) 545-2358,
Vernon Winter Carnival Society,,(250) 545-2236,
Vernon Yacht Club,https://vernonyachtclub.com/contact-us/,(250) 545-5518,
Vernon's Carpet Castle Ltd,,250-549-4448,
Vernon's Water Store,https://www.vernonswaterstore.ca/contact/,(250) 558-3595,
Vero Health,https://verocare.ca/contact-us/,(778) 475-4265,
Verum Innovations,https://veruminnovations.com/contact,(778) 692-9676,
Victoria Blaire,,250-870-1593,
Victoria Lane Brides,,(250) 938-5684,
View Point Lodge,https://viewpointlodge.holidayfuture.com/,(250) 540-4559,
Viking Earthworks Ltd.,https://www.vikingearthworks.ca/,250-550-6865,
Village Dairy Ltd,,250 546 8651,
Village Green Vacations,,778-475-0306,
Vintage Earth Creations,,250-674-7791,
Vintage Tattoo Co,https://www.glartent.com/contact,778 692 7755,
Vinters Family Mediation,,778-475-8002,
Vintique & Mary Anns Closet,https://rutube.ru/,(250) 549-0849,
Viola Grohs Rmt,https://viola.ru/,250-878-6405,
Virtue Landscape & Design Inc.,,250-899-0084,
Vision Dance,https://www.visiondanceschool.com/contact,250-309-2305,
Vision West Wood Window Ltd,,250-545-6096,
Vita Resorts,https://www.vitaokanagan.com/contact,604-722-9973,
Vital Cleaning Prod-Canada,,250-503-3104,
Vital Energy Massage & Healing,,250-212-3644,
Viva Hair Fashions,https://directmap.info/,250-547-9541,
Vline Painting,https://www.vlinepainting.ca/contact-us,250-541-2284,
Vn Organic Spa & Nails ( Vernon),https://vnorganicspa.ca/contact-us/,250-241-3384,
VO2 Master Health Sensors,https://vo2master.com/contact/,778-475-5755,
W Jay Hack,,250-545-5344,
W180Md,,250-878-6043,
Walmart Supercentre,https://www.walmart.ca/blocked?url=L2VuL2hlbHAvY29udGFjdC11cw==&uuid=0dbc1065-7751-11f1-8b7e-985c4ee58789&vid=&g=b,250-558-0425,
Ward Norman Macdonald Realty,https://www.ussearch.com/,250-309-2158,
Wasabi Sushi & Grill,https://wasabivernon.ca,778-475-6060,
Waste Management,https://www.wm.com/us/en/support/faqs/how-can-i-connect-with-wm-support,1-800-774-9748,
Waterside Winery,,250 838 9757,
Watkin Motors,https://www.watkinmotors.com/hours/,(250) 545-0611,
Wayne Watson Excavating,,250-542-3501,
WeBC,https://we-bc.ca/contact-us/,(250) 868-3454,
Wedge Cheesery,,236-426-2928,
Welbec Properties,https://www.welbec.com/contact.html,(778) 321 - 7962,
West Beach Window Coverings Okanagan,,250-317-6823,
West Range Construction,https://westrangeconstruction.ca/contact-us,250-299-5099,
Western Financial Group,https://westernfinancialgroup.ca/Contact,(250) 542-0171,
Westland Insurance,https://www.westlandinsurance.ca/contact/,(250) 545-4447,
Westpeak Metal Roofing,,250-306-4497,
Westpro Machinery,https://www.westpromachinery.com/contact/,(236) 600-1759,
Westshore Aesthetics,https://northshoreaesthetics.com.au/,250-575-4348,
Westwood Electric,https://westwoodelectric.com/,250-542-5481,
White Spot Vernon,https://www.whitespot.ca/contact,(250) 545-7119,
Wild Meadow Massage & Bodywork's,https://www.massagebook.com/North_Bergen~Massage~Contact,604-226-3786,
Wilde Signs,https://wildesigns.ca/,(250) 545-1513,
Wildfire Excavation,,250-306-1097,
Wildflower Designs,http://www.wildflowersdesigns.com/contact,250-804-9978,
Wilkins Construction Ltd,https://www.wilkinsconstructionltd.com/,250-306-0784,
Will Neumann - Mortgage Broker - Dlc Whitehouse Mortgages,https://dlcp.dc.gov/,250-540-9079,
Willco Law Corporation,https://willcolaw.com/contact,250 540 1888,
Willems Forest Products,https://www.willemsforestproducts.ca/,236-600-2873,
Williams Machinery LP,https://www.williamsmachinery.com/contact-us/,250-545-0609,
Williamson Automotive,,250-838-7912,
Willing 2 Ninja,,604 961 7808,
Willmar Windows,,250-558-1822,
Willms Electrical Contracting Ltd,,250-306-1402,
Windsong Hypnotherapy,,250-896-6340,
Windsor Plywood,https://www.windsorplywood.ca/pages/contact,250-545-3349,
Winfield Chinese,https://winfieldchineserestaurant.ca/contact/,(250）766-4171,
Winfield Electric,,250-766-5584,
Wings,https://greatwings.ca/contact/,(778) 475-2979,
Wise Girls Cleaning Services,,250-306-6623,
Witman John,https://www.sentara.com/contact,250-558-0565,
WKL Massage,https://calminggrovewellness.com/contact/,(250) 938-8860,
Wolf Exteriors Ltd,https://www.wolfxbc.com/contact,(250) 833-0402,
